"Produkt_Code","SDO_ID","Zeitstempel","Wert","Qualitaet_Byte","Qualitaet_Niveau"
"F_MN003","691","201902090700","8.1","10","4"
"F_MN003","691","201902090800","8.4","10","4"
"F_MN003","691","201902090900","9.9","10","4"
"F_MN003","691","201902091000","11.6","10","4"
"F_MN003","691","201902091100","12.3","10","4"
"F_MN003","691","201902091200","12.8","10","4"
"F_MN003","691","201902091300","12","10","4"
"F_MN003","691","201902091400","11.4","10","4"
"F_MN003","691","201902091500","10.3","10","4"
"F_MN003","691","201902091600","9.9","10","4"
"F_MN003","691","201902091700","8.1","10","4"
"F_MN003","691","201902091800","8.7","10","4"
"F_MN003","691","201902091900","8.1","10","4"
"F_MN003","691","201902092000","8.1","10","4"
"F_MN003","691","201902092100","8.1","10","4"
"F_MN003","691","201902092200","8.2","10","4"
"F_MN003","691","201902092300","7.4","10","4"
"F_MN003","691","201902100000","7.5","10","4"
"F_MN003","691","201902100100","6.7","10","4"
"F_MN003","691","201902100200","5","10","4"
"F_MN003","691","201902100300","3.5","10","4"
"F_MN003","691","201902100400","3.8","10","4"
"F_MN003","691","201902100500","4.4","10","4"
"F_MN003","691","201902100600","5.4","10","4"
"F_MN003","691","201902100700","5.1","10","4"
"F_MN003","691","201902100800","6","10","4"
"F_MN003","691","201902100900","5.6","10","4"
"F_MN003","691","201902101000","6.4","10","4"
"F_MN003","691","201902101100","5.2","10","4"
"F_MN003","691","201902101200","6.3","10","4"
"F_MN003","691","201902101300","6.6","10","4"
"F_MN003","691","201902101400","6.7","10","4"
"F_MN003","691","201902101500","8","10","4"
"F_MN003","691","201902101600","8.8","10","4"
"F_MN003","691","201902101700","10.1","10","4"
"F_MN003","691","201902101800","11.3","10","4"
"F_MN003","691","201902101900","9.7","10","4"
"F_MN003","691","201902102000","9.6","10","4"
"F_MN003","691","201902102100","7.2","10","4"
"F_MN003","691","201902102200","7.1","10","4"
"F_MN003","691","201902102300","8","10","4"
"F_MN003","691","201902110000","7.6","10","4"
"F_MN003","691","201902110100","6.4","10","4"
"F_MN003","691","201902110200","7.9","10","4"
"F_MN003","691","201902110300","7.1","10","4"
"F_MN003","691","201902110400","8","10","4"
"F_MN003","691","201902110500","7.8","10","4"
"F_MN003","691","201902110600","8.5","10","4"
"F_MN003","691","201902110700","7.9","10","4"
"F_MN003","691","201902110800","7.3","10","4"
"F_MN003","691","201902110900","8.1","10","4"
"F_MN003","691","201902111000","9","10","4"
"F_MN003","691","201902111100","10.3","10","4"
"F_MN003","691","201902111200","11.5","10","4"
"F_MN003","691","201902111300","10.9","10","4"
"F_MN003","691","201902111400","12.4","10","4"
"F_MN003","691","201902111500","11","10","4"
"F_MN003","691","201902111600","9.5","10","4"
"F_MN003","691","201902111700","8.6","10","4"
"F_MN003","691","201902111800","7.7","10","4"
"F_MN003","691","201902111900","6.5","10","4"
"F_MN003","691","201902112000","5.7","10","4"
"F_MN003","691","201902112100","5.9","10","4"
"F_MN003","691","201902112200","5.4","10","4"
"F_MN003","691","201902112300","5.4","10","4"
"F_MN003","691","201902120000","5.8","10","4"
"F_MN003","691","201902120100","5.5","10","4"
"F_MN003","691","201902120200","6.7","10","4"
"F_MN003","691","201902120300","5.9","10","4"
"F_MN003","691","201902120400","5.2","10","4"
"F_MN003","691","201902120500","6","10","4"
"F_MN003","691","201902120600","6.1","10","4"
"F_MN003","691","201902120700","4.5","10","4"
"F_MN003","691","201902120800","4.3","10","4"
"F_MN003","691","201902120900","4.8","10","4"
"F_MN003","691","201902121000","5.4","10","4"
"F_MN003","691","201902121100","5.5","10","4"
"F_MN003","691","201902121200","5.5","10","4"
"F_MN003","691","201902121300","5.3","10","4"
"F_MN003","691","201902121400","4.3","10","4"
"F_MN003","691","201902121500","4.2","10","4"
"F_MN003","691","201902121600","3.8","10","4"
"F_MN003","691","201902121700","3","10","4"
"F_MN003","691","201902121800","3.2","10","4"
"F_MN003","691","201902121900","4.1","10","4"
"F_MN003","691","201902122000","4.9","10","4"
"F_MN003","691","201902122100","5.2","10","4"
"F_MN003","691","201902122200","5.6","10","4"
"F_MN003","691","201902122300","5.9","10","4"
"F_MN003","691","201902130000","6.1","10","4"
"F_MN003","691","201902130100","5.6","10","4"
"F_MN003","691","201902130200","6.1","10","4"
"F_MN003","691","201902130300","6.3","10","4"
"F_MN003","691","201902130400","5.4","10","4"
"F_MN003","691","201902130500","4.9","10","4"
"F_MN003","691","201902130600","5.8","10","4"
"F_MN003","691","201902130700","5.1","10","4"
"F_MN003","691","201902130800","4.9","10","4"
"F_MN003","691","201902130900","5.1","10","4"
"F_MN003","691","201902131000","6.1","10","4"
"F_MN003","691","201902131100","6.1","10","4"
"F_MN003","691","201902131200","5.9","10","4"
"F_MN003","691","201902131300","6.8","10","4"
"F_MN003","691","201902131400","6.5","10","4"
"F_MN003","691","201902131500","5.8","10","4"
"F_MN003","691","201902131600","4.9","10","4"
"F_MN003","691","201902131700","4.3","10","4"
"F_MN003","691","201902131800","4.5","10","4"
"F_MN003","691","201902131900","4.2","10","4"
"F_MN003","691","201902132000","3.7","10","4"
"F_MN003","691","201902132100","4.4","10","4"
"F_MN003","691","201902132200","4.6","10","4"
"F_MN003","691","201902132300","4.2","10","4"
"F_MN003","691","201902140000","3.2","10","4"
"F_MN003","691","201902140100","2.3","10","4"
"F_MN003","691","201902140200","2.1","10","4"
"F_MN003","691","201902140300","1.1","10","4"
"F_MN003","691","201902140400","1.9","10","4"
"F_MN003","691","201902140500","2.3","10","4"
"F_MN003","691","201902140600","3.4","10","4"
"F_MN003","691","201902140700","1.9","10","4"
"F_MN003","691","201902140800","2.2","10","4"
"F_MN003","691","201902140900","2.9","10","4"
"F_MN003","691","201902141000","3.6","10","4"
"F_MN003","691","201902141100","4.2","10","4"
"F_MN003","691","201902141200","3.2","10","4"
"F_MN003","691","201902141300","3.7","10","4"
"F_MN003","691","201902141400","3.8","10","4"
"F_MN003","691","201902141500","4.2","10","4"
"F_MN003","691","201902141600","3.6","10","4"
"F_MN003","691","201902141700","2.2","10","4"
"F_MN003","691","201902141800","1.7","10","4"
"F_MN003","691","201902141900","1.4","10","4"
"F_MN003","691","201902142000","1","10","4"
"F_MN003","691","201902142100","0.9","10","4"
"F_MN003","691","201902142200","0.9","10","4"
"F_MN003","691","201902142300","0.9","10","4"
"F_MN003","691","201902150000","1","10","4"
"F_MN003","691","201902150100","0.4","10","4"
"F_MN003","691","201902150200","0.8","10","4"
"F_MN003","691","201902150300","0.7","10","4"
"F_MN003","691","201902150400","0.9","10","4"
"F_MN003","691","201902150500","1.3","10","4"
"F_MN003","691","201902150600","1.6","10","4"
"F_MN003","691","201902150700","1.9","10","4"
"F_MN003","691","201902150800","1.7","10","4"
"F_MN003","691","201902150900","1.4","10","4"
"F_MN003","691","201902151000","1.6","10","4"
"F_MN003","691","201902151100","2.1","10","4"
"F_MN003","691","201902151200","2.3","10","4"
"F_MN003","691","201902151300","2.2","10","4"
"F_MN003","691","201902151400","3.3","10","4"
"F_MN003","691","201902151500","3.4","10","4"
"F_MN003","691","201902151600","3.3","10","4"
"F_MN003","691","201902151700","3","10","4"
"F_MN003","691","201902151800","2.3","10","4"
"F_MN003","691","201902151900","2.6","10","4"
"F_MN003","691","201902152000","3.4","10","4"
"F_MN003","691","201902152100","2.8","10","4"
"F_MN003","691","201902152200","2.6","10","4"
"F_MN003","691","201902152300","2.1","10","4"
"F_MN003","691","201902160000","2","10","4"
"F_MN003","691","201902160100","2","10","4"
"F_MN003","691","201902160200","1.4","10","4"
"F_MN003","691","201902160300","2","10","4"
"F_MN003","691","201902160400","1.6","10","4"
"F_MN003","691","201902160500","1.3","10","4"
"F_MN003","691","201902160600","1.7","10","4"
"F_MN003","691","201902160700","1.8","10","4"
"F_MN003","691","201902160800","3.1","10","4"
"F_MN003","691","201902160900","1.9","10","4"
"F_MN003","691","201902161000","3.6","10","4"
"F_MN003","691","201902161100","4.8","10","4"
"F_MN003","691","201902161200","4.9","10","4"
"F_MN003","691","201902161300","4.6","10","4"
"F_MN003","691","201902161400","4.5","10","4"
"F_MN003","691","201902161500","4.5","10","4"
"F_MN003","691","201902161600","3.4","10","4"
"F_MN003","691","201902161700","2.7","10","4"
"F_MN003","691","201902161800","2.1","10","4"
"F_MN003","691","201902161900","2.3","10","4"
"F_MN003","691","201902162000","2","10","4"
"F_MN003","691","201902162100","1.4","10","4"
"F_MN003","691","201902162200","2.2","10","4"
"F_MN003","691","201902162300","1.4","10","4"
"F_MN003","691","201902170000","1.1","10","4"
"F_MN003","691","201902170100","1","10","4"
"F_MN003","691","201902170200","1.1","10","4"
"F_MN003","691","201902170300","1.3","10","4"
"F_MN003","691","201902170400","0.7","10","4"
"F_MN003","691","201902170500","0.9","10","4"
"F_MN003","691","201902170600","1","10","4"
"F_MN003","691","201902170700","1.5","10","4"
"F_MN003","691","201902170800","2","10","4"
"F_MN003","691","201902170900","2.3","10","4"
"F_MN003","691","201902171000","2.3","10","4"
"F_MN003","691","201902171100","2.4","10","4"
"F_MN003","691","201902171200","2","10","4"
"F_MN003","691","201902171300","2.8","10","4"
"F_MN003","691","201902171400","3.3","10","4"
"F_MN003","691","201902171500","3.3","10","4"
"F_MN003","691","201902171600","3.1","10","4"
"F_MN003","691","201902171700","2.3","10","4"
"F_MN003","691","201902171800","2","10","4"
"F_MN003","691","201902171900","1.8","10","4"
"F_MN003","691","201902172000","2.4","10","4"
"F_MN003","691","201902172100","2","10","4"
"F_MN003","691","201902172200","1.3","10","4"
"F_MN003","691","201902172300","1.5","10","4"
"F_MN003","691","201902180000","1.3","10","4"
"F_MN003","691","201902180100","1.4","10","4"
"F_MN003","691","201902180200","1.7","10","4"
"F_MN003","691","201902180300","2","10","4"
"F_MN003","691","201902180400","2.3","10","4"
"F_MN003","691","201902180500","1.6","10","4"
"F_MN003","691","201902180600","1.1","10","4"
"F_MN003","691","201902180700","1.8","10","4"
"F_MN003","691","201902180800","1","10","4"
"F_MN003","691","201902180900","1.2","10","4"
"F_MN003","691","201902181000","1.8","10","4"
"F_MN003","691","201902181100","3.2","10","4"
"F_MN003","691","201902181200","3.8","10","4"
"F_MN003","691","201902181300","4.2","10","4"
"F_MN003","691","201902181400","4.5","10","4"
"F_MN003","691","201902181500","3.4","10","4"
"F_MN003","691","201902181600","3.3","10","4"
"F_MN003","691","201902181700","2.8","10","4"
"F_MN003","691","201902181800","1","10","4"
"F_MN003","691","201902181900","0.8","10","4"
"F_MN003","691","201902182000","0.7","10","4"
"F_MN003","691","201902182100","1.1","10","4"
"F_MN003","691","201902182200","1.2","10","4"
"F_MN003","691","201902182300","0.9","10","4"
"F_MN003","691","201902190000","1.1","10","4"
"F_MN003","691","201902190100","2.2","10","4"
"F_MN003","691","201902190200","2.2","10","4"
"F_MN003","691","201902190300","3.5","10","4"
"F_MN003","691","201902190400","3.6","10","4"
"F_MN003","691","201902190500","3.6","10","4"
"F_MN003","691","201902190600","3.6","10","4"
"F_MN003","691","201902190700","5.7","10","4"
"F_MN003","691","201902190800","5.9","10","4"
"F_MN003","691","201902190900","6.6","10","4"
"F_MN003","691","201902191000","7.6","10","4"
"F_MN003","691","201902191100","7.9","10","4"
"F_MN003","691","201902191200","7.6","10","4"
"F_MN003","691","201902191300","7.8","10","4"
"F_MN003","691","201902191400","8.1","10","4"
"F_MN003","691","201902191500","8","10","4"
"F_MN003","691","201902191600","7.5","10","4"
"F_MN003","691","201902191700","7","10","4"
"F_MN003","691","201902191800","6.7","10","4"
"F_MN003","691","201902191900","6.8","10","4"
"F_MN003","691","201902192000","6.1","10","4"
"F_MN003","691","201902192100","6.2","10","4"
"F_MN003","691","201902192200","5.7","10","4"
"F_MN003","691","201902192300","4.9","10","4"
"F_MN003","691","201902200000","5","10","4"
"F_MN003","691","201902200100","5.1","10","4"
"F_MN003","691","201902200200","5","10","4"
"F_MN003","691","201902200300","5","10","4"
"F_MN003","691","201902200400","4.6","10","4"
"F_MN003","691","201902200500","3.9","10","4"
"F_MN003","691","201902200600","3.4","10","4"
"F_MN003","691","201902200700","2.5","10","4"
"F_MN003","691","201902200800","2.5","10","4"
"F_MN003","691","201902200900","5","10","4"
"F_MN003","691","201902201000","5.5","10","4"
"F_MN003","691","201902201100","5.2","10","4"
"F_MN003","691","201902201200","5.4","10","4"
"F_MN003","691","201902201300","5.6","10","4"
"F_MN003","691","201902201400","5.5","10","4"
"F_MN003","691","201902201500","5.4","10","4"
"F_MN003","691","201902201600","5.1","10","4"
"F_MN003","691","201902201700","4.7","10","4"
"F_MN003","691","201902201800","4","10","4"
"F_MN003","691","201902201900","3.6","10","4"
"F_MN003","691","201902202000","3.7","10","4"
"F_MN003","691","201902202100","3.9","10","4"
"F_MN003","691","201902202200","3.6","10","4"
"F_MN003","691","201902202300","3.7","10","4"
"F_MN003","691","201902210000","3.2","10","4"
"F_MN003","691","201902210100","3.5","10","4"
"F_MN003","691","201902210200","3.9","10","4"
"F_MN003","691","201902210300","4.2","10","4"
"F_MN003","691","201902210400","4.1","10","4"
"F_MN003","691","201902210500","3.9","10","4"
"F_MN003","691","201902210600","4.4","10","4"
"F_MN003","691","201902210700","4.6","10","4"
"F_MN003","691","201902210800","4","10","4"
"F_MN003","691","201902210900","4.5","10","4"
"F_MN003","691","201902211000","4.3","10","4"
"F_MN003","691","201902211100","5.9","10","4"
"F_MN003","691","201902211200","6.1","10","4"
"F_MN003","691","201902211300","6.1","10","4"
"F_MN003","691","201902211400","7.3","10","4"
"F_MN003","691","201902211500","5.9","10","4"
"F_MN003","691","201902211600","5.8","10","4"
"F_MN003","691","201902211700","5.3","10","4"
"F_MN003","691","201902211800","4.7","10","4"
"F_MN003","691","201902211900","5","10","4"
"F_MN003","691","201902212000","5.5","10","4"
"F_MN003","691","201902212100","5.2","10","4"
"F_MN003","691","201902212200","4.5","10","4"
"F_MN003","691","201902212300","4.6","10","4"
"F_MN003","691","201902220000","4.2","10","4"
"F_MN003","691","201902220100","4.2","10","4"
"F_MN003","691","201902220200","3.3","10","4"
