"Produkt_Code","SDO_ID","Zeitstempel","Wert","Qualitaet_Byte","Qualitaet_Niveau"
"TT_TU_MN009","691","201902170000","3.9","7","1"
"TT_TU_MN009","691","201902170100","3.5","7","1"
"TT_TU_MN009","691","201902170200","2.5","7","1"
"TT_TU_MN009","691","201902170300","1.6","7","1"
"TT_TU_MN009","691","201902170400","2","7","1"
"TT_TU_MN009","691","201902170500","1.2","7","1"
"TT_TU_MN009","691","201902170600","0.9","7","1"
"TT_TU_MN009","691","201902170700","1.2","7","1"
"TT_TU_MN009","691","201902170800","2.3","7","1"
"TT_TU_MN009","691","201902170900","5","7","1"
"TT_TU_MN009","691","201902171000","7.4","7","1"
"TT_TU_MN009","691","201902171100","11","7","1"
"TT_TU_MN009","691","201902171200","12","7","1"
"TT_TU_MN009","691","201902171300","12.9","7","1"
"TT_TU_MN009","691","201902171400","13.3","7","1"
"TT_TU_MN009","691","201902171500","13.2","7","1"
"TT_TU_MN009","691","201902171600","12.2","7","1"
"TT_TU_MN009","691","201902171700","11.3","7","1"
"TT_TU_MN009","691","201902171800","9.5","7","1"
"TT_TU_MN009","691","201902171900","7.7","7","1"
"TT_TU_MN009","691","201902172000","6.2","7","1"
"TT_TU_MN009","691","201902172100","5.5","7","1"
"TT_TU_MN009","691","201902172200","4.1","7","1"
"TT_TU_MN009","691","201902172300","4","7","1"
"TT_TU_MN009","691","201902180000","3.1","7","1"
"TT_TU_MN009","691","201902180100","2.5","7","1"
"TT_TU_MN009","691","201902180200","3","7","1"
"TT_TU_MN009","691","201902180300","1.2","7","1"
"TT_TU_MN009","691","201902180400","1.7","7","1"
"TT_TU_MN009","691","201902180500","1.5","7","1"
"TT_TU_MN009","691","201902180600","1.7","7","1"
"TT_TU_MN009","691","201902180700","1.4","7","1"
"TT_TU_MN009","691","201902180800","2.9","7","1"
"TT_TU_MN009","691","201902180900","7","7","1"
"TT_TU_MN009","691","201902181000","9.9","7","1"
"TT_TU_MN009","691","201902181100","12","7","1"
"TT_TU_MN009","691","201902181200","13.5","7","1"
"TT_TU_MN009","691","201902181300","15","7","1"
"TT_TU_MN009","691","201902181400","15","7","1"
"TT_TU_MN009","691","201902181500","14.9","7","1"
"TT_TU_MN009","691","201902181600","12.3","7","1"
"TT_TU_MN009","691","201902181700","10.9","7","1"
"TT_TU_MN009","691","201902181800","8.6","7","1"
"TT_TU_MN009","691","201902181900","6.9","7","1"
"TT_TU_MN009","691","201902182000","5.5","7","1"
"TT_TU_MN009","691","201902182100","2.9","7","1"
"TT_TU_MN009","691","201902182200","4.3","7","1"
"TT_TU_MN009","691","201902182300","3.4","7","1"
"TT_TU_MN009","691","201902190000","3.4","7","1"
"TT_TU_MN009","691","201902190100","3.8","7","1"
"TT_TU_MN009","691","201902190200","4.8","7","1"
"TT_TU_MN009","691","201902190300","5","7","1"
"TT_TU_MN009","691","201902190400","5.8","7","1"
"TT_TU_MN009","691","201902190500","5.5","7","1"
"TT_TU_MN009","691","201902190600","6.2","7","1"
"TT_TU_MN009","691","201902190700","6.2","7","1"
"TT_TU_MN009","691","201902190800","6.5","7","1"
"TT_TU_MN009","691","201902190900","7","7","1"
"TT_TU_MN009","691","201902191000","8.1","7","1"
"TT_TU_MN009","691","201902191100","8.4","7","1"
"TT_TU_MN009","691","201902191200","9","7","1"
"TT_TU_MN009","691","201902191300","8.6","7","1"
"TT_TU_MN009","691","201902191400","8.9","7","1"
"TT_TU_MN009","691","201902191500","8.6","7","1"
"TT_TU_MN009","691","201902191600","7.8","7","1"
"TT_TU_MN009","691","201902191700","7.6","7","1"
"TT_TU_MN009","691","201902191800","7.4","7","1"
"TT_TU_MN009","691","201902191900","7.4","7","1"
"TT_TU_MN009","691","201902192000","7.2","7","1"
"TT_TU_MN009","691","201902192100","7.1","7","1"
"TT_TU_MN009","691","201902192200","6.7","7","1"
"TT_TU_MN009","691","201902192300","6.7","7","1"
"TT_TU_MN009","691","201902200000","6.6","7","1"
"TT_TU_MN009","691","201902200100","6.5","7","1"
"TT_TU_MN009","691","201902200200","6.2","7","1"
"TT_TU_MN009","691","201902200300","6.1","7","1"
"TT_TU_MN009","691","201902200400","6.1","7","1"
"TT_TU_MN009","691","201902200500","5.1","7","1"
"TT_TU_MN009","691","201902200600","5","7","1"
"TT_TU_MN009","691","201902200700","5.4","7","1"
"TT_TU_MN009","691","201902200800","5.7","7","1"
"TT_TU_MN009","691","201902200900","6.3","7","1"
"TT_TU_MN009","691","201902201000","6.9","7","1"
"TT_TU_MN009","691","201902201100","7.8","7","1"
"TT_TU_MN009","691","201902201200","9.1","7","1"
"TT_TU_MN009","691","201902201300","9.6","7","1"
"TT_TU_MN009","691","201902201400","10.2","7","1"
"TT_TU_MN009","691","201902201500","9.9","7","1"
"TT_TU_MN009","691","201902201600","9.6","7","1"
"TT_TU_MN009","691","201902201700","9.1","7","1"
"TT_TU_MN009","691","201902201800","9","7","1"
"TT_TU_MN009","691","201902201900","8.8","7","1"
"TT_TU_MN009","691","201902202000","8.4","7","1"
"TT_TU_MN009","691","201902202100","8.5","7","1"
"TT_TU_MN009","691","201902202200","8.5","7","1"
"TT_TU_MN009","691","201902202300","8.1","7","1"
"TT_TU_MN009","691","201902210000","8.1","7","1"
"TT_TU_MN009","691","201902210100","7.9","7","1"
"TT_TU_MN009","691","201902210200","7.7","7","1"
"TT_TU_MN009","691","201902210300","7.7","7","1"
"TT_TU_MN009","691","201902210400","6.7","7","1"
"TT_TU_MN009","691","201902210500","6.6","7","1"
"TT_TU_MN009","691","201902210600","6.9","7","1"
"TT_TU_MN009","691","201902210700","5.6","7","1"
"TT_TU_MN009","691","201902210800","6.6","7","1"
"TT_TU_MN009","691","201902210900","7.3","7","1"
"TT_TU_MN009","691","201902211000","8.5","7","1"
"TT_TU_MN009","691","201902211100","9.7","7","1"
"TT_TU_MN009","691","201902211200","10.7","7","1"
"TT_TU_MN009","691","201902211300","11.5","7","1"
"TT_TU_MN009","691","201902211400","10.7","7","1"
"TT_TU_MN009","691","201902211500","9.9","7","1"
"TT_TU_MN009","691","201902211600","9.2","7","1"
"TT_TU_MN009","691","201902211700","8.8","7","1"
"TT_TU_MN009","691","201902211800","8.9","7","1"
"TT_TU_MN009","691","201902211900","9","7","1"
"TT_TU_MN009","691","201902212000","9","7","1"
"TT_TU_MN009","691","201902212100","8.8","7","1"
"TT_TU_MN009","691","201902212200","8.8","7","1"
"TT_TU_MN009","691","201902212300","8.7","7","1"
"TT_TU_MN009","691","201902220000","8.6","7","1"
"TT_TU_MN009","691","201902220100","8.5","7","1"
"TT_TU_MN009","691","201902220200","8.4","7","1"
"TT_TU_MN009","691","201902220300","8.1","7","1"
"TT_TU_MN009","691","201902220400","7.3","7","1"
"TT_TU_MN009","691","201902220500","7.3","7","1"
