"SDO_ID","SDO_Name","Geogr_Laenge","Geogr_Breite","Hoehe_ueber_NN","Metadata_Link"
"1078","Düsseldorf","6.768648","51.295952","37.0","https://cdc.dwd.de/rest/metadata/station/html/812300283303"
